Chr	Position	Chr_Pos	ModStatus	CMC	Mod
28S	2865	28S_2865	Unm	Unm	No
28S	2866	28S_2866	Unm	Unm	No
28S	2867	28S_2867	Unm	Unm	No
28S	2868	28S_2868	Unm	Unm	No
28S	2869	28S_2869	Unm	Unm	No
28S	2870	28S_2870	Unm	Unm	No
28S	2871	28S_2871	Unm	Unm	No
28S	2872	28S_2872	Unm	Unm	No
28S	2873	28S_2873	Unm	Unm	No
28S	2874	28S_2874	Unm	Unm	No
28S	2875	28S_2875	Unm	Unm	No
28S	2876	28S_2876	Unm	Unm	No
28S	2877	28S_2877	Unm	Unm	No
28S	2878	28S_2878	Unm	Unm	No
28S	2879	28S_2879	Unm	Unm	No
28S	2880	28S_2880	Unm	Unm	No
28S	2881	28S_2881	Unm	Unm	No
28S	2882	28S_2882	Unm	Unm	No
28S	2883	28S_2883	Unm	Unm	No
28S	2884	28S_2884	Unm	Unm	No
28S	2885	28S_2885	Unm	Unm	No
28S	2886	28S_2886	Unm	Unm	No
28S	2887	28S_2887	Unm	Unm	No
28S	2888	28S_2888	Unm	Unm	No
28S	2889	28S_2889	Unm	Unm	No
28S	2890	28S_2890	Unm	Unm	No
28S	2891	28S_2891	Unm	Unm	No
28S	2892	28S_2892	Unm	Unm	No
28S	2893	28S_2893	Unm	Unm	No
28S	2894	28S_2894	Unm	Unm	No
28S	2895	28S_2895	Unm	Unm	No
28S	2896	28S_2896	Unm	Unm	No
28S	2897	28S_2897	Unm	Unm	No
28S	2898	28S_2898	Unm	Unm	No
28S	2899	28S_2899	Unm	Unm	No
28S	2900	28S_2900	Unm	Unm	No
28S	2901	28S_2901	Unm	Unm	No
28S	2902	28S_2902	Unm	Unm	No
28S	2903	28S_2903	Unm	Unm	No
28S	2904	28S_2904	Unm	Unm	No
28S	2905	28S_2905	Unm	Unm	No
28S	2906	28S_2906	Unm	Unm	No
28S	2907	28S_2907	Unm	Unm	No
28S	2908	28S_2908	Unm	Unm	No
28S	2909	28S_2909	Unm	Unm	No
28S	2910	28S_2910	Unm	Unm	No
28S	2911	28S_2911	Unm	Unm	No
28S	2912	28S_2912	Unm	Unm	No
28S	2913	28S_2913	Unm	Unm	No
28S	2914	28S_2914	Unm	Unm	No
28S	2915	28S_2915	Unm	Unm	No
28S	2916	28S_2916	Unm	Unm	No
28S	2917	28S_2917	Unm	Unm	No
28S	2918	28S_2918	Unm	Unm	No
28S	2919	28S_2919	Unm	Unm	No
28S	2920	28S_2920	Unm	Unm	No
28S	2921	28S_2921	Unm	Unm	No
28S	2922	28S_2922	Unm	Unm	No
28S	2923	28S_2923	Unm	Unm	No
28S	2924	28S_2924	Unm	Unm	No
28S	2925	28S_2925	Unm	Unm	No
28S	2926	28S_2926	Unm	Unm	No
28S	2927	28S_2927	Unm	Unm	No
28S	2928	28S_2928	Unm	Unm	No
28S	2929	28S_2929	Unm	Unm	No
28S	2930	28S_2930	Unm	Unm	No
28S	2931	28S_2931	Unm	Unm	No
28S	2932	28S_2932	Unm	Unm	No
28S	2933	28S_2933	Unm	Unm	No
28S	2934	28S_2934	Unm	Unm	No
28S	2935	28S_2935	Unm	Unm	No
28S	2936	28S_2936	Unm	Unm	No
28S	2937	28S_2937	Unm	Unm	No
28S	2938	28S_2938	Unm	Unm	No
28S	2939	28S_2939	Unm	Unm	No
28S	2940	28S_2940	Unm	Unm	No
28S	2941	28S_2941	Unm	Unm	No
28S	2942	28S_2942	Unm	Unm	No
28S	2943	28S_2943	Unm	Unm	No
28S	2944	28S_2944	Unm	Unm	No
28S	2945	28S_2945	Unm	Unm	No
28S	2946	28S_2946	Unm	Unm	No
28S	2947	28S_2947	Unm	Unm	No
28S	2948	28S_2948	Unm	Unm	No
28S	2949	28S_2949	Unm	Unm	No
28S	2950	28S_2950	Unm	Unm	No
28S	2951	28S_2951	Unm	Unm	No
28S	2952	28S_2952	Unm	Unm	No
28S	2953	28S_2953	Unm	Unm	No
28S	2954	28S_2954	Unm	Unm	No
28S	2955	28S_2955	Unm	Unm	No
28S	2956	28S_2956	Unm	Unm	No
28S	2957	28S_2957	Unm	Unm	No
28S	2958	28S_2958	Unm	Unm	No
28S	2959	28S_2959	Unm	Unm	No
28S	2960	28S_2960	Unm	Unm	No
28S	2961	28S_2961	Unm	Unm	No
28S	2962	28S_2962	Unm	Unm	No
28S	2963	28S_2963	Unm	Unm	No
28S	2964	28S_2964	Unm	Unm	No
28S	2965	28S_2965	Unm	Unm	No
28S	2966	28S_2966	Unm	Unm	No
28S	2967	28S_2967	Unm	Unm	No
28S	2968	28S_2968	Unm	Unm	No
28S	2969	28S_2969	Unm	Unm	No
28S	2970	28S_2970	Unm	Unm	No
28S	2971	28S_2971	Unm	Unm	No
28S	2972	28S_2972	Unm	Unm	No
28S	2973	28S_2973	Unm	Unm	No
28S	2974	28S_2974	Unm	Unm	No
28S	2975	28S_2975	Unm	Unm	No
28S	2976	28S_2976	Unm	Unm	No
28S	2977	28S_2977	Unm	Unm	No
28S	2978	28S_2978	Unm	Unm	No
28S	2979	28S_2979	Unm	Unm	No
28S	2980	28S_2980	Unm	Unm	No
28S	2981	28S_2981	Unm	Unm	No
28S	2982	28S_2982	Unm	Unm	No
28S	2983	28S_2983	Unm	Unm	No
28S	2984	28S_2984	Unm	Unm	No
28S	2985	28S_2985	Unm	Unm	No
28S	2986	28S_2986	Unm	Unm	No
28S	2987	28S_2987	Unm	Unm	No
28S	2988	28S_2988	Unm	Unm	No
28S	2989	28S_2989	Unm	Unm	No
28S	2990	28S_2990	Unm	Unm	No
28S	2991	28S_2991	Unm	Unm	No
28S	2992	28S_2992	Unm	Unm	No
28S	2993	28S_2993	Unm	Unm	No
28S	2994	28S_2994	Unm	Unm	No
28S	2995	28S_2995	Unm	Unm	No
28S	2996	28S_2996	Unm	Unm	No
28S	2997	28S_2997	Unm	Unm	No
28S	2998	28S_2998	Unm	Unm	No
28S	2999	28S_2999	Unm	Unm	No
28S	3000	28S_3000	Unm	Unm	No
28S	3001	28S_3001	Unm	Unm	No
28S	3002	28S_3002	Unm	Unm	No
28S	3003	28S_3003	Unm	Unm	No
28S	3004	28S_3004	Unm	Unm	No
28S	3005	28S_3005	Unm	Unm	No
28S	3006	28S_3006	Unm	Unm	No
28S	3007	28S_3007	Unm	Unm	No
28S	3008	28S_3008	Unm	Unm	No
28S	3009	28S_3009	Unm	Unm	No
28S	3010	28S_3010	Unm	Unm	No
28S	3011	28S_3011	Unm	Unm	No
28S	3012	28S_3012	Unm	Unm	No
28S	3013	28S_3013	Unm	Unm	No
28S	3014	28S_3014	Unm	Unm	No
28S	3015	28S_3015	Unm	Unm	No
28S	3016	28S_3016	Unm	Unm	No
28S	3017	28S_3017	Unm	Unm	No
28S	3018	28S_3018	Unm	Unm	No
28S	3019	28S_3019	Unm	Unm	No
28S	3020	28S_3020	Unm	Unm	No
28S	3021	28S_3021	Unm	Unm	No
28S	3022	28S_3022	Unm	Unm	No
28S	3023	28S_3023	Unm	Unm	No
28S	3024	28S_3024	Unm	Unm	No
28S	3025	28S_3025	Unm	Unm	No
28S	3026	28S_3026	Unm	Unm	No
28S	3027	28S_3027	Unm	Unm	No
28S	3028	28S_3028	Unm	Unm	No
28S	3029	28S_3029	Unm	Unm	No
28S	3030	28S_3030	Unm	Unm	No
28S	3031	28S_3031	Unm	Unm	No
28S	3032	28S_3032	Unm	Unm	No
28S	3033	28S_3033	Unm	Unm	No
28S	3034	28S_3034	Unm	Unm	No
28S	3035	28S_3035	Unm	Unm	No
28S	3036	28S_3036	Unm	Unm	No
28S	3037	28S_3037	Unm	Unm	No
28S	3038	28S_3038	Unm	Unm	No
28S	3039	28S_3039	Unm	Unm	No
28S	3040	28S_3040	Unm	Unm	No
28S	3041	28S_3041	Unm	Unm	No
28S	3042	28S_3042	Unm	Unm	No
28S	3043	28S_3043	Unm	Unm	No
28S	3044	28S_3044	Unm	Unm	No
28S	3045	28S_3045	Unm	Unm	No
28S	3046	28S_3046	Unm	Unm	No
28S	3047	28S_3047	Unm	Unm	No
28S	3048	28S_3048	Unm	Unm	No
28S	3049	28S_3049	Unm	Unm	No
28S	3050	28S_3050	Unm	Unm	No
28S	3051	28S_3051	Unm	Unm	No
28S	3052	28S_3052	Unm	Unm	No
28S	3053	28S_3053	Unm	Unm	No
28S	3054	28S_3054	Unm	Unm	No
28S	3055	28S_3055	Unm	Unm	No
28S	3056	28S_3056	Unm	Unm	No
28S	3057	28S_3057	Unm	Unm	No
28S	3058	28S_3058	Unm	Unm	No
28S	3059	28S_3059	Unm	Unm	No
28S	3060	28S_3060	Unm	Unm	No
28S	3061	28S_3061	Unm	Unm	No
28S	3062	28S_3062	Unm	Unm	No
28S	3063	28S_3063	Unm	Unm	No
28S	3064	28S_3064	Unm	Unm	No
28S	3065	28S_3065	Unm	Unm	No
28S	3066	28S_3066	Unm	Unm	No
28S	3067	28S_3067	Unm	Unm	No
28S	3068	28S_3068	Unm	Unm	No
28S	3069	28S_3069	Unm	Unm	No
28S	3070	28S_3070	Unm	Unm	No
28S	3071	28S_3071	Unm	Unm	No
28S	3072	28S_3072	Unm	Unm	No
28S	3073	28S_3073	Unm	Unm	No
28S	3074	28S_3074	Unm	Unm	No
28S	3075	28S_3075	Unm	Unm	No
28S	3076	28S_3076	Unm	Unm	No
28S	3077	28S_3077	Unm	Unm	No
28S	3078	28S_3078	Unm	Unm	No
28S	3079	28S_3079	Unm	Unm	No
28S	3080	28S_3080	Unm	Unm	No
28S	3081	28S_3081	Unm	Unm	No
28S	3082	28S_3082	Unm	Unm	No
28S	3083	28S_3083	Unm	Unm	No
28S	3084	28S_3084	Unm	Unm	No
28S	3085	28S_3085	Unm	Unm	No
28S	3086	28S_3086	Unm	Unm	No
28S	3087	28S_3087	Unm	Unm	No
28S	3088	28S_3088	Unm	Unm	No
28S	3089	28S_3089	Unm	Unm	No
28S	3090	28S_3090	Unm	Unm	No
28S	3091	28S_3091	Unm	Unm	No
28S	3092	28S_3092	Unm	Unm	No
28S	3093	28S_3093	Unm	Unm	No
28S	3094	28S_3094	Unm	Unm	No
28S	3095	28S_3095	Unm	Unm	No
28S	3096	28S_3096	Unm	Unm	No
28S	3097	28S_3097	Unm	Unm	No
28S	3098	28S_3098	Unm	Unm	No
28S	3099	28S_3099	Unm	Unm	No
28S	3100	28S_3100	Unm	Unm	No
28S	3101	28S_3101	Unm	Unm	No
28S	3102	28S_3102	Unm	Unm	No
28S	3103	28S_3103	Unm	Unm	No
28S	3104	28S_3104	Unm	Unm	No
28S	3105	28S_3105	Unm	Unm	No
28S	3106	28S_3106	Unm	Unm	No
28S	3107	28S_3107	Unm	Unm	No
28S	3108	28S_3108	Unm	Unm	No
28S	3109	28S_3109	Unm	Unm	No
28S	3110	28S_3110	Unm	Unm	No
28S	3111	28S_3111	Unm	Unm	No
28S	3112	28S_3112	Unm	Unm	No
28S	3113	28S_3113	Unm	Unm	No
28S	3114	28S_3114	Unm	Unm	No
28S	3115	28S_3115	Unm	Unm	No
28S	3116	28S_3116	Unm	Unm	No
28S	3117	28S_3117	Unm	Unm	No
28S	3118	28S_3118	Unm	Unm	No
28S	3119	28S_3119	Unm	Unm	No
28S	3120	28S_3120	Unm	Unm	No
28S	3121	28S_3121	Unm	Unm	No
28S	3122	28S_3122	Unm	Unm	No
28S	3123	28S_3123	Unm	Unm	No
28S	3124	28S_3124	Unm	Unm	No
28S	3125	28S_3125	Unm	Unm	No
28S	3126	28S_3126	Unm	Unm	No
28S	3127	28S_3127	Unm	Unm	No
28S	3128	28S_3128	Unm	Unm	No
28S	3129	28S_3129	Unm	Unm	No
28S	3130	28S_3130	Unm	Unm	No
28S	3131	28S_3131	Unm	Unm	No
28S	3132	28S_3132	Unm	Unm	No
28S	3133	28S_3133	Unm	Unm	No
28S	3134	28S_3134	Unm	Unm	No
28S	3135	28S_3135	Unm	Unm	No
28S	3136	28S_3136	Unm	Unm	No
28S	3137	28S_3137	Unm	Unm	No
28S	3138	28S_3138	Unm	Unm	No
28S	3139	28S_3139	Unm	Unm	No
28S	3140	28S_3140	Unm	Unm	No
28S	3141	28S_3141	Unm	Unm	No
28S	3142	28S_3142	Unm	Unm	No
28S	3143	28S_3143	Unm	Unm	No
28S	3144	28S_3144	Unm	Unm	No
28S	3145	28S_3145	Unm	Unm	No
28S	3146	28S_3146	Unm	Unm	No
28S	3147	28S_3147	Unm	Unm	No
28S	3148	28S_3148	Unm	Unm	No
28S	3149	28S_3149	Unm	Unm	No
28S	3150	28S_3150	Unm	Unm	No
28S	3151	28S_3151	Unm	Unm	No
28S	3152	28S_3152	Unm	Unm	No
28S	3153	28S_3153	Unm	Unm	No
28S	3154	28S_3154	Unm	Unm	No
28S	3155	28S_3155	Unm	Unm	No
28S	3156	28S_3156	Unm	Unm	No
28S	3157	28S_3157	Unm	Unm	No
28S	3158	28S_3158	Unm	Unm	No
28S	3159	28S_3159	Unm	Unm	No
28S	3160	28S_3160	Unm	Unm	No
28S	3161	28S_3161	Unm	Unm	No
28S	3162	28S_3162	Unm	Unm	No
28S	3163	28S_3163	Unm	Unm	No
28S	3164	28S_3164	Unm	Unm	No
28S	3165	28S_3165	Unm	Unm	No
28S	3166	28S_3166	Unm	Unm	No
28S	3167	28S_3167	Unm	Unm	No
28S	3168	28S_3168	Unm	Unm	No
28S	3169	28S_3169	Unm	Unm	No
28S	3170	28S_3170	Unm	Unm	No
28S	3171	28S_3171	Unm	Unm	No
28S	3172	28S_3172	Unm	Unm	No
28S	3173	28S_3173	Unm	Unm	No
28S	3174	28S_3174	Unm	Unm	No
28S	3175	28S_3175	Unm	Unm	No
28S	3176	28S_3176	Unm	Unm	No
28S	3177	28S_3177	Unm	Unm	No
28S	3178	28S_3178	Unm	Unm	No
28S	3179	28S_3179	Unm	Unm	No
28S	3180	28S_3180	Unm	Unm	No
28S	3181	28S_3181	Unm	Unm	No
28S	3182	28S_3182	Unm	Unm	No
28S	3183	28S_3183	Unm	Unm	No
28S	3184	28S_3184	Unm	Unm	No
28S	3185	28S_3185	Unm	Unm	No
28S	3186	28S_3186	Unm	Unm	No
28S	3187	28S_3187	Unm	Unm	No
28S	3188	28S_3188	Unm	Unm	No
28S	3189	28S_3189	Unm	Unm	No
28S	3190	28S_3190	Unm	Unm	No
28S	3191	28S_3191	Unm	Unm	No
28S	3192	28S_3192	Unm	Unm	No
28S	3193	28S_3193	Unm	Unm	No
28S	3194	28S_3194	Unm	Unm	No
28S	3195	28S_3195	Unm	Unm	No
28S	3196	28S_3196	Unm	Unm	No
28S	3197	28S_3197	Unm	Unm	No
28S	3198	28S_3198	Unm	Unm	No
28S	3199	28S_3199	Unm	Unm	No
28S	3200	28S_3200	Unm	Unm	No
28S	3201	28S_3201	Unm	Unm	No
28S	3202	28S_3202	Unm	Unm	No
28S	3203	28S_3203	Unm	Unm	No
28S	3204	28S_3204	Unm	Unm	No
28S	3205	28S_3205	Unm	Unm	No
28S	3206	28S_3206	Unm	Unm	No
28S	3207	28S_3207	Unm	Unm	No
28S	3208	28S_3208	Unm	Unm	No
28S	3209	28S_3209	Unm	Unm	No
28S	3210	28S_3210	Unm	Unm	No
28S	3211	28S_3211	Unm	Unm	No
28S	3212	28S_3212	Unm	Unm	No
28S	3213	28S_3213	Unm	Unm	No
28S	3214	28S_3214	Unm	Unm	No
28S	3215	28S_3215	Unm	Unm	No
28S	3216	28S_3216	Unm	Unm	No
28S	3217	28S_3217	Unm	Unm	No
28S	3218	28S_3218	Unm	Unm	No
28S	3219	28S_3219	Unm	Unm	No
28S	3220	28S_3220	Unm	Unm	No
28S	3221	28S_3221	Unm	Unm	No
28S	3222	28S_3222	Unm	Unm	No
28S	3223	28S_3223	Unm	Unm	No
28S	3224	28S_3224	Unm	Unm	No
28S	3225	28S_3225	Unm	Unm	No
28S	3226	28S_3226	Unm	Unm	No
28S	3227	28S_3227	Unm	Unm	No
28S	3228	28S_3228	Unm	Unm	No
28S	3229	28S_3229	Unm	Unm	No
28S	3230	28S_3230	Unm	Unm	No
28S	3231	28S_3231	Unm	Unm	No
28S	3232	28S_3232	Unm	Unm	No
28S	3233	28S_3233	Unm	Unm	No
28S	3234	28S_3234	Unm	Unm	No
28S	3235	28S_3235	Unm	Unm	No
28S	3236	28S_3236	Unm	Unm	No
28S	3237	28S_3237	Unm	Unm	No
28S	3238	28S_3238	Unm	Unm	No
28S	3239	28S_3239	Unm	Unm	No
28S	3240	28S_3240	Unm	Unm	No
28S	3241	28S_3241	Unm	Unm	No
28S	3242	28S_3242	Unm	Unm	No
28S	3243	28S_3243	Unm	Unm	No
28S	3244	28S_3244	Unm	Unm	No
28S	3245	28S_3245	Unm	Unm	No
28S	3246	28S_3246	Unm	Unm	No
28S	3247	28S_3247	Unm	Unm	No
28S	3248	28S_3248	Unm	Unm	No
28S	3249	28S_3249	Unm	Unm	No
28S	3250	28S_3250	Unm	Unm	No
28S	3251	28S_3251	Unm	Unm	No
28S	3252	28S_3252	Unm	Unm	No
28S	3253	28S_3253	Unm	Unm	No
28S	3254	28S_3254	Unm	Unm	No
28S	3255	28S_3255	Unm	Unm	No
28S	3256	28S_3256	Unm	Unm	No
28S	3257	28S_3257	Unm	Unm	No
28S	3258	28S_3258	Unm	Unm	No
28S	3259	28S_3259	Unm	Unm	No
28S	3260	28S_3260	Unm	Unm	No
28S	3261	28S_3261	Unm	Unm	No
28S	3262	28S_3262	Unm	Unm	No
28S	3263	28S_3263	Unm	Unm	No
28S	3264	28S_3264	Unm	Unm	No
28S	3265	28S_3265	Unm	Unm	No
28S	3266	28S_3266	Unm	Unm	No
28S	3267	28S_3267	Unm	Unm	No
28S	3268	28S_3268	Unm	Unm	No
28S	3269	28S_3269	Unm	Unm	No
28S	3270	28S_3270	Unm	Unm	No
28S	3271	28S_3271	Unm	Unm	No
28S	3272	28S_3272	Unm	Unm	No
28S	3273	28S_3273	Unm	Unm	No
28S	3274	28S_3274	Unm	Unm	No
28S	3275	28S_3275	Unm	Unm	No
28S	3276	28S_3276	Unm	Unm	No
28S	3277	28S_3277	Unm	Unm	No
28S	3278	28S_3278	Unm	Unm	No
28S	3279	28S_3279	Unm	Unm	No
28S	3280	28S_3280	Unm	Unm	No
28S	3281	28S_3281	Unm	Unm	No
28S	3282	28S_3282	Unm	Unm	No
28S	3283	28S_3283	Unm	Unm	No
28S	3284	28S_3284	Unm	Unm	No
28S	3285	28S_3285	Unm	Unm	No
28S	3286	28S_3286	Unm	Unm	No
28S	3287	28S_3287	Unm	Unm	No
28S	3288	28S_3288	Unm	Unm	No
28S	3289	28S_3289	Unm	Unm	Yes
28S	3290	28S_3290	Unm	Unm	Yes
28S	3298	28S_3298	Unm	Unm	No
28S	3299	28S_3299	Unm	Unm	No
28S	3300	28S_3300	Unm	Unm	No
28S	3301	28S_3301	Unm	Unm	No
28S	3302	28S_3302	Unm	Unm	No
28S	3303	28S_3303	Unm	Unm	No
28S	3304	28S_3304	Unm	Unm	No
28S	3305	28S_3305	Unm	Unm	No
28S	3306	28S_3306	Unm	Unm	No
28S	3307	28S_3307	Unm	Unm	No
28S	3308	28S_3308	Unm	Unm	No
28S	3309	28S_3309	Unm	Unm	No
28S	3310	28S_3310	Unm	Unm	No
28S	3311	28S_3311	Unm	Unm	No
28S	3312	28S_3312	Unm	Unm	No
28S	3313	28S_3313	Unm	Unm	No
28S	3314	28S_3314	Unm	Unm	No
28S	3315	28S_3315	Unm	Unm	No
28S	3316	28S_3316	Unm	Unm	No
28S	3317	28S_3317	Unm	Unm	No
28S	3318	28S_3318	Unm	Unm	No
28S	3319	28S_3319	Unm	Unm	No
28S	3320	28S_3320	Unm	Unm	No
28S	3321	28S_3321	Unm	Unm	No
28S	3322	28S_3322	Unm	Unm	No
28S	3323	28S_3323	Unm	Unm	No
28S	3324	28S_3324	Unm	Unm	No
28S	3325	28S_3325	Unm	Unm	No
28S	3326	28S_3326	Unm	Unm	No
28S	3327	28S_3327	Unm	Unm	No
28S	3328	28S_3328	Unm	Unm	No
28S	3329	28S_3329	Unm	Unm	No
28S	3330	28S_3330	Unm	Unm	No
28S	3331	28S_3331	Unm	Unm	No
28S	3332	28S_3332	Unm	Unm	No
28S	3333	28S_3333	Unm	Unm	No
28S	3334	28S_3334	Unm	Unm	No
28S	3335	28S_3335	Unm	Unm	No
28S	3336	28S_3336	Unm	Unm	No
28S	3337	28S_3337	Unm	Unm	No
28S	3338	28S_3338	Unm	Unm	No
28S	3339	28S_3339	Unm	Unm	No
28S	3340	28S_3340	Unm	Unm	No
28S	3341	28S_3341	Unm	Unm	No
28S	3342	28S_3342	Unm	Unm	No
28S	3343	28S_3343	Unm	Unm	No
28S	3344	28S_3344	Unm	Unm	No
28S	3345	28S_3345	Unm	Unm	No
28S	3346	28S_3346	Unm	Unm	No
28S	3347	28S_3347	Unm	Unm	Yes
28S	3348	28S_3348	Unm	Unm	Yes
28S	3354	28S_3354	Unm	Unm	Yes
28S	3355	28S_3355	Unm	Unm	Yes
28S	3356	28S_3356	Unm	Unm	No
28S	3357	28S_3357	Unm	Unm	No
28S	3358	28S_3358	Unm	Unm	No
28S	3359	28S_3359	Unm	Unm	No
28S	3360	28S_3360	Unm	Unm	No
28S	3361	28S_3361	Unm	Unm	No
28S	3362	28S_3362	Unm	Unm	No
28S	3363	28S_3363	Unm	Unm	No
28S	3364	28S_3364	Unm	Unm	No
28S	3365	28S_3365	Unm	Unm	No
28S	3366	28S_3366	Unm	Unm	No
28S	3367	28S_3367	Unm	Unm	Yes
28S	3368	28S_3368	Unm	Unm	Yes
28S	3374	28S_3374	Unm	Unm	Yes
28S	3375	28S_3375	Unm	Unm	Yes
28S	3376	28S_3376	Unm	Unm	No
28S	3377	28S_3377	Unm	Unm	No
28S	3378	28S_3378	Unm	Unm	No
28S	3379	28S_3379	Unm	Unm	No
28S	3380	28S_3380	Unm	Unm	No
28S	3381	28S_3381	Unm	Unm	No
28S	3382	28S_3382	Unm	Unm	Yes
28S	3383	28S_3383	Unm	Unm	Yes
28S	3393	28S_3393	Unm	Unm	Yes
28S	3394	28S_3394	Unm	Unm	Yes
28S	3395	28S_3395	Unm	Unm	No
28S	3396	28S_3396	Unm	Unm	No
28S	3397	28S_3397	Unm	Unm	No
28S	3398	28S_3398	Unm	Unm	No
28S	3399	28S_3399	Unm	Unm	No
28S	3400	28S_3400	Unm	Unm	No
28S	3401	28S_3401	Unm	Unm	No
28S	3402	28S_3402	Unm	Unm	No
28S	3403	28S_3403	Unm	Unm	No
28S	3404	28S_3404	Unm	Unm	No
28S	3405	28S_3405	Unm	Unm	No
28S	3406	28S_3406	Unm	Unm	No
28S	3407	28S_3407	Unm	Unm	No
28S	3408	28S_3408	Unm	Unm	No
28S	3409	28S_3409	Unm	Unm	No
28S	3410	28S_3410	Unm	Unm	Yes
28S	3411	28S_3411	Unm	Unm	Yes
28S	3429	28S_3429	Unm	Unm	No
28S	3430	28S_3430	Unm	Unm	No
28S	3431	28S_3431	Unm	Unm	No
28S	3432	28S_3432	Unm	Unm	No
28S	3433	28S_3433	Unm	Unm	No
28S	3434	28S_3434	Unm	Unm	No
28S	3435	28S_3435	Unm	Unm	No
28S	3436	28S_3436	Unm	Unm	No
28S	3437	28S_3437	Unm	Unm	No
28S	3438	28S_3438	Unm	Unm	No
28S	3439	28S_3439	Unm	Unm	No
28S	3440	28S_3440	Unm	Unm	No
28S	3441	28S_3441	Unm	Unm	No
28S	3442	28S_3442	Unm	Unm	No
28S	3443	28S_3443	Unm	Unm	No
28S	3444	28S_3444	Unm	Unm	No
28S	3445	28S_3445	Unm	Unm	No
28S	3446	28S_3446	Unm	Unm	No
28S	3447	28S_3447	Unm	Unm	No
28S	3448	28S_3448	Unm	Unm	No
28S	3449	28S_3449	Unm	Unm	No
28S	3450	28S_3450	Unm	Unm	No
28S	3451	28S_3451	Unm	Unm	No
28S	3452	28S_3452	Unm	Unm	No
28S	3453	28S_3453	Unm	Unm	No
28S	3454	28S_3454	Unm	Unm	No
28S	3455	28S_3455	Unm	Unm	No
28S	3456	28S_3456	Unm	Unm	No
28S	3457	28S_3457	Unm	Unm	No
28S	3458	28S_3458	Unm	Unm	No
28S	3459	28S_3459	Unm	Unm	No
28S	3460	28S_3460	Unm	Unm	No
28S	3461	28S_3461	Unm	Unm	No
28S	3462	28S_3462	Unm	Unm	No
28S	3463	28S_3463	Unm	Unm	No
28S	3464	28S_3464	Unm	Unm	No
28S	3465	28S_3465	Unm	Unm	No
28S	3466	28S_3466	Unm	Unm	No
28S	3467	28S_3467	Unm	Unm	No
28S	3468	28S_3468	Unm	Unm	No
28S	3469	28S_3469	Unm	Unm	No
28S	3470	28S_3470	Unm	Unm	Yes
28S	3471	28S_3471	Unm	Unm	Yes
28S	3481	28S_3481	Unm	Unm	Yes
28S	3482	28S_3482	Unm	Unm	Yes
28S	3483	28S_3483	Unm	Unm	No
28S	3484	28S_3484	Unm	Unm	No
28S	3485	28S_3485	Unm	Unm	No
28S	3486	28S_3486	Unm	Unm	No
28S	3487	28S_3487	Unm	Unm	No
28S	3488	28S_3488	Unm	Unm	No
28S	3489	28S_3489	Unm	Unm	No
28S	3490	28S_3490	Unm	Unm	No
28S	3491	28S_3491	Unm	Unm	No
28S	3492	28S_3492	Unm	Unm	No
28S	3493	28S_3493	Unm	Unm	No
28S	3494	28S_3494	Unm	Unm	No
28S	3495	28S_3495	Unm	Unm	No
28S	3496	28S_3496	Unm	Unm	Yes
28S	3497	28S_3497	Unm	Unm	Yes
28S	3503	28S_3503	Unm	Unm	Yes
28S	3504	28S_3504	Unm	Unm	Yes
28S	3512	28S_3512	Unm	Unm	No
28S	3513	28S_3513	Unm	Unm	No
28S	3514	28S_3514	Unm	Unm	No
28S	3515	28S_3515	Unm	Unm	No
28S	3516	28S_3516	Unm	Unm	No
28S	3517	28S_3517	Unm	Unm	No
28S	3518	28S_3518	Unm	Unm	No
28S	3519	28S_3519	Unm	Unm	No
28S	3520	28S_3520	Unm	Unm	No
28S	3521	28S_3521	Unm	Unm	No
28S	3522	28S_3522	Unm	Unm	No
28S	3523	28S_3523	Unm	Unm	No
28S	3524	28S_3524	Unm	Unm	No
28S	3525	28S_3525	Unm	Unm	No
28S	3526	28S_3526	Unm	Unm	No
28S	3527	28S_3527	Unm	Unm	No
28S	3528	28S_3528	Unm	Unm	No
28S	3529	28S_3529	Unm	Unm	No
28S	3530	28S_3530	Unm	Unm	No
28S	3531	28S_3531	Unm	Unm	No
28S	3532	28S_3532	Unm	Unm	No
28S	3533	28S_3533	Unm	Unm	No
28S	3534	28S_3534	Unm	Unm	No
28S	3535	28S_3535	Unm	Unm	No
28S	3536	28S_3536	Unm	Unm	Yes
28S	3537	28S_3537	Unm	Unm	Yes
28S	3543	28S_3543	Unm	Unm	Yes
28S	3544	28S_3544	Unm	Unm	Yes
28S	3545	28S_3545	Unm	Unm	No
28S	3546	28S_3546	Unm	Unm	No
28S	3547	28S_3547	Unm	Unm	No
28S	3548	28S_3548	Unm	Unm	No
28S	3549	28S_3549	Unm	Unm	No
28S	3550	28S_3550	Unm	Unm	No
28S	3551	28S_3551	Unm	Unm	No
28S	3552	28S_3552	Unm	Unm	No
28S	3553	28S_3553	Unm	Unm	No
28S	3554	28S_3554	Unm	Unm	No
28S	3555	28S_3555	Unm	Unm	No
28S	3556	28S_3556	Unm	Unm	No
28S	3557	28S_3557	Unm	Unm	No
28S	3558	28S_3558	Unm	Unm	No
28S	3559	28S_3559	Unm	Unm	No
28S	3560	28S_3560	Unm	Unm	No
28S	3561	28S_3561	Unm	Unm	No
28S	3562	28S_3562	Unm	Unm	No
28S	3563	28S_3563	Unm	Unm	No
28S	3564	28S_3564	Unm	Unm	No
28S	3565	28S_3565	Unm	Unm	No
